model.pt
1,0.40741840108196337
2,0.37729593816370066
3,0.36084807405967523
4,0.3511823417231588
5,0.3449301507213328
6,0.3401942579167904
7,0.33585708861303804
8,0.33302109872940744
9,0.3300626356117796
10,0.3282381036494038
11,0.32704529667844867
12,0.32476720804035075
13,0.32303451960629753
14,0.3216715518495824
15,0.32103216264507556
16,0.31938372876974613
17,0.31868121868903093
18,0.31838038003090585
19,0.3171579699114998
20,0.3165185230203194
21,0.3160357612489474
22,0.3153898404671414
23,0.31505212600868526
24,0.31494463493328284
25,0.31492795655042816
26,0.31396566833009815
27,0.3130452007350355
28,0.3144273539580921
29,0.3133950915076945
30,0.31318044116591465
