model.pt_gen_conv_width_3_gen_conv_depth_3.pt
1,0.43690736163960825
2,0.41329496523531356
3,0.4020173132124514
4,0.3962919164707165
5,0.3909542007316457
6,0.3871104408903877
7,0.3842546132826569
8,0.38112014207509487
9,0.3793580118972476
10,0.3772695203228752
model.pt_gen_conv_width_7_gen_conv_depth_3.pt
1,0.4384421828654733
2,0.41383091544750894
3,0.39975758855885796
4,0.3922190167526207
5,0.38703076998786173
6,0.38216293890877523
7,0.37829420486889265
8,0.37600128765743557
9,0.3729339765735192
10,0.3703603517301012
model.pt_gen_conv_width_15_gen_conv_depth_3.pt
1,0.44813249282317585
2,0.422849967928216
3,0.40952263300371644
4,0.39876823761675617
5,0.3911723490103637
6,0.3856721197319503
7,0.38140754711509933
8,0.37689152507498713
9,0.37483709711249513
10,0.3719535791637874
model.pt_gen_conv_width_3_gen_conv_depth_6.pt
1,0.43114946605545457
2,0.4034615985237726
3,0.39041989495848667
4,0.3822611859529325
5,0.37633196566954696
6,0.3715990303766609
7,0.3683248466194266
8,0.36510696003932763
9,0.3631123777958426
10,0.3607973648179876
model.pt_gen_conv_width_7_gen_conv_depth_6.pt
1,0.43813655872156126
2,0.4061801286026983
3,0.3887720667194612
4,0.3794959215539517
5,0.37334878344346983
6,0.36791223553147645
7,0.3636237852054067
8,0.35997414529913724
9,0.35730446358718493
10,0.3542265003860587
model.pt_gen_conv_width_15_gen_conv_depth_6.pt
1,0.45644651250083845
2,0.4177364593390191
3,0.4002352868861491
4,0.38751966100518065
5,0.378699518076264
6,0.3727832727207996
7,0.36615005828956565
8,0.36196781768657194
9,0.3584762789530329
10,0.3543252369554916
model.pt_gen_conv_width_3_gen_conv_depth_12.pt
1,0.4454457318723792
2,0.40293331163944585
3,0.3876819896816027
4,0.3776641018909983
5,0.37085694340195985
6,0.36564474604507485
7,0.3612899470447314
8,0.35803498180195836
9,0.3549087074133429
10,0.3515231957530031
model.pt_gen_conv_width_7_gen_conv_depth_12.pt
1,0.46435959563396945
2,0.4146425347812105
3,0.3904836037666491
4,0.3783125849348484
5,0.36965168437155166
6,0.3625344203250243
7,0.35836218208959786
8,0.3535582620908718
9,0.35062718715998203
10,0.3463948597707371
model.pt_gen_conv_width_15_gen_conv_depth_12.pt
1,0.530253460944289
2,0.439230148597519
3,0.4114144124311976
4,0.39287699036078877
5,0.37981673042372904
6,0.37198650881205453
7,0.36488714725664345
8,0.3600081136026005
9,0.3544173270168871
10,0.3508855101495686
